,id,amo_id,amo_lead_id,prefix,code,card_type,design_type,status,supplier_payment_date,sale_price,sale_date,expiry_date,card_used_date,created_at,updated_at,deleted_at,number
3685,,,22016715,VWS20,VWS20_198613,electronic,design1,sold_used,,3000.0,2022-06-17 22:48:00,,,,,,198613
3687,,,22018025,VWS60,VWS60_189088,electronic,design1,sold_used,2022-09-08,,2022-06-18 09:53:00,,2022-09-08,,,,189088
3695,,,22025977,VWS20,VWS20_135751,electronic,design1,sold_used,,3200.0,2022-06-19 23:23:00,,,,,,135751
3704,,,22030795,RS,RS_153773,paper,design1,sold_used,2022-02-10,20000.0,2022-06-23 14:13:00,,2022-02-10,,,,153773
3715,,,22035333,VWS20,VWS20_189404,electronic,design1,sold_used,,3000.0,2022-06-21 07:55:00,,,,,,189404
3717,,,22036693,S,S_U60212456,paper,design1,,,,2022-06-21 10:44:00,,,,,,U60212456
3718,,,22036703,S,S_U60244312,paper,design1,,,,2022-06-21 10:45:00,,,,,,U60244312
3773,,,22044187,VWS20,VWS20_147301,electronic,design1,sold_used,,3200.0,2022-06-23 19:05:00,,,,,,147301
3775,,,22046243,WS20,WS20_172902,paper,design1,,,2600.0,2022-06-23 19:10:00,,,,,,172902
3798,,,22058881,VWSN60,VWSN60_168793,electronic,design1,sold_used,,10000.0,2022-06-24 13:59:00,,,,,,168793
3804,,,22060037,VWS20,VWS20_184299,electronic,design1,sold_used,,3000.0,2022-06-24 15:24:00,,,,,,184299
3807,,,22060711,S,S_U60139622,paper,design1,,,5000.0,2022-06-24 19:46:00,,,,,,U60139622
3813,,,22061843,VWS20,VWS20_129146,electronic,design1,,,3000.0,2022-06-24 22:10:00,,,,,,129146
3814,,,22060357,VWS60,VWS60_117529,electronic,design1,,,,2022-06-24 15:44:00,,,,,,117529
3815,,,22062881,VWSN60,VWSN60_195293,electronic,design1,sold_used,,10000.0,2022-06-25 11:08:00,,,,,,195293
3816,,,22062887,S,S_KI40094697,paper,design1,sold_used,,,2022-06-25 20:15:00,,,,,,KI40094697
3818,,,22063079,WS60,WS60_12211048,paper,design1,sold_used,,8500.0,2022-06-25 20:15:00,,,,,,12211048
3819,,,22063105,WS60,WS60_05021116,paper,design1,sold_used,,8500.0,2022-06-27 09:26:00,,,,,,05021116
3824,,,22063645,VWS20,VWS20_139155,electronic,design1,sold_used,,3000.0,2022-06-25 14:35:00,,,,,,139155
3834,,,22064877,VWS20,VWS20_197818,electronic,design1,sold_used,2022-02-07,3000.0,2022-06-25 20:55:00,,2022-02-07,,,,197818
3835,,,22065251,WS20,WS20_244212,paper,design1,sold_used,,3000.0,2022-06-30 14:00:00,,,,,,244212
3839,,,22066117,VWS60,VWS60_172398,electronic,design1,,,8500.0,2022-06-26 11:29:00,,,,,,172398
3847,,,22072245,VWS60,VWS60_167576,electronic,design1,,,8500.0,2022-06-27 14:32:00,,,,,,167576
3853,,,22073863,VFJ30,VFJ30_145858,electronic,design1,,,4350.0,2022-06-27 17:14:00,,,,,,145858
3856,,,22074263,VWS60,VWS60_158565,electronic,design1,sold_used,,,2022-06-27 18:37:00,,,,,,158565
3859,,,22074693,VEF30,VEF30_131527,electronic,design1,sold_used,,5500.0,2022-06-27 20:13:00,,,,,,131527
3861,,,22078633,WS60,WS60_139657,paper,design1,sold_used,,8500.0,2022-07-01 10:14:00,,,,,,139657
3863,,,22079485,VWS60,VWS60_134050,electronic,design1,sold_used,2023-01-08,8800.0,2022-06-28 14:27:00,,2023-01-08,,,,134050
3866,,,22079655,VWSN60,VWSN60_157304,electronic,design1,sold_used,,10000.0,2022-06-28 15:03:00,,,,,,157304
3867,,,22079731,S,S_U60155086,paper,design1,,,1600.0,2022-06-28 20:02:00,,,,,,U60155086
3869,,,22080539,VWS20,VWS20_139447,electronic,design1,sold_used,2022-11-08,3000.0,2022-06-28 17:12:00,,2022-11-08,,,,139447
3870,,,22080767,VWS60,VWS60_124587,electronic,design1,sold_used,,8800.0,2022-06-28 17:28:00,,,,,,124587
3872,,,22080909,VWS60,VWS60_192313,electronic,design1,,,8500.0,2022-06-28 17:15:00,,,,,,192313
3877,,,22084323,WSN60,WSN60_263404,paper,design1,,,10000.0,2022-06-30 14:06:00,,,,,,263404
3885,,,22086683,VWS60,VWS60_164802,electronic,design1,,,6000.0,2022-06-29 17:01:00,,,,,,164802
3888,,,22089501,VWS60,VWS60_162337,electronic,design1,,,8500.0,2022-06-30 09:32:00,,,,,,162337
3889,,,22089885,VMT2B,VMT2B_176774,electronic,design1,sold_used,2022-02-08,5000.0,2022-06-30 10:17:00,,2022-02-08,,,,176774
3893,,,22091601,VWS60,VWS60_125407,electronic,design1,,,8500.0,2022-06-30 13:44:00,,,,,,125407
3894,,,22092123,WS60,WS60_180397,paper,design1,,,8500.0,2022-07-02 11:31:00,,,,,,180397
3896,,,22092581,VWS20,VWS20_167750,electronic,design1,,,3000.0,2022-06-30 16:20:00,,,,,,167750
3898,,,22093441,VWS20,VWS20_167042,electronic,design1,,,3000.0,2022-06-30 19:33:00,,,,,,167042
3910,,,22105291,VMT2B,VMT2B_197884,electronic,design1,,,5000.0,2022-07-01 13:10:00,,,,,,197884
3919,,,22108015,VWS20,VWS20_135891,electronic,design1,,,3000.0,2022-07-01 18:36:00,,,,,,135891
3922,,,22108227,S,S_U60147695,paper,design1,,,5000.0,2022-07-02 11:33:00,,,,,,U60147695
3929,,,22109581,VS,VS_U2486206,electronic,design1,sold_used,,6000.0,2022-07-02 10:37:00,,,,,,U2486206
3937,,,22110907,S,S_KI60017880,paper,design1,sold_used,,5000.0,2022-07-03 21:39:00,,,,,,KI60017880
3949,,,22113583,WS60,WS60_250756,paper,design1,,,,2022-07-06 13:29:00,,,,,,250756
3950,,,22114471,VS,VS_KI4038833,electronic,design1,,,7200.0,2022-07-03 19:42:00,,,,,,KI4038833
3952,,,22117833,VS,VS_U6099758,electronic,design1,,,2000.0,2022-07-04 13:50:00,,,,,,U6099758
3959,,,22120995,S,S_U60164448,paper,design1,,,2000.0,2022-07-05 18:19:00,,,,,,U60164448
3962,,,22121875,S,S_U60147955,paper,design1,,,1600.0,2022-07-05 18:20:00,,,,,,U60147955
3967,,,22125241,VS,VS_U6011566,electronic,design1,,,2000.0,2022-07-05 13:02:00,,,,,,U6011566
3973,,,22127867,WS60,WS60_245812,paper,design1,sold_used,2023-05-07,,2022-07-06 19:56:00,,2023-05-07,,,,245812
3977,,,22128635,WS20,WS20_138142,paper,design1,,,2600.0,2022-07-07 12:35:00,,,,,,138142
3983,,,22133455,VS,VS_U2468911,electronic,design1,,,,2022-07-06 15:46:00,,,,,,U2468911
3984,,,22125805,TR2,TR2_146241,paper,design1,sold_used,,,2022-07-07 19:51:00,,,,,,146241
3991,,,22135191,VS,VS_U6056094,electronic,design1,sold_used,2022-07-08,2000.0,2022-07-06 18:03:00,,2022-07-08,,,,U6056094
4001,,,22139393,WSN60,WSN60_225983,paper,design1,sold_used,,10000.0,2022-07-09 14:17:00,,,,,,225983
4002,,,22139117,S,S_U24121021,paper,design1,,,6000.0,2022-07-08 14:10:00,,,,,,U24121021
4005,,,22139539,VS,VS_KI4056369,electronic,design1,sold_used,,7200.0,2022-07-07 16:03:00,,,,,,KI4056369
4006,,,22140115,FJ30,FJ30_63383,paper,design1,sold_used,,4350.0,2022-07-09 14:21:00,,,,,,63383
4013,,,22141499,WS20,WS20_090004,paper,design1,,,3000.0,2022-07-09 14:21:00,,,,,,090004
4019,,,22145181,WS20,WS20_280923,paper,design1,sold_used,,3000.0,2022-07-09 16:01:00,,,,,,280923
4023,,,22146019,WS60,WS60_272246,paper,design1,sold_used,,,2022-07-09 19:43:00,,,,,,272246
4026,,,22146767,WSN60,WSN60_235020,paper,design1,sold_used,,10000.0,2022-07-09 19:43:00,,,,,,235020
4027,,,22146887,VS,VS_KI4095276,electronic,design1,,,6000.0,2022-07-08 16:39:00,,,,,,KI4095276
4033,,,22148165,VS,VS_U6076775,electronic,design1,,,2000.0,2022-07-09 10:37:00,,,,,,U6076775
4035,,,22149107,VS,VS_U6053486,electronic,design1,sold_used,,2000.0,2022-07-09 11:32:00,,,,,,U6053486
4043,,,22150707,VS,VS_KI4084858,electronic,design1,,,6000.0,2022-07-09 18:29:00,,,,,,KI4084858
4054,,,22153971,VS,VS_U6087032,electronic,design1,,,1600.0,2022-07-10 17:14:00,,,,,,U6087032
4056,,,22155095,WS60,WS60_248327,paper,design1,,,,2022-07-11 21:28:00,,,,,,248327
4065,,,22160763,VS,VS_U2471221,electronic,design1,,,6000.0,2022-07-11 17:37:00,,,,,,U2471221
4074,,,22165261,VS,VS_KI4053519,electronic,design1,sold_used,,6000.0,2022-07-12 13:36:00,,,,,,KI4053519
4077,,,22169473,S,S_U24177470,paper,design1,,,6000.0,2022-07-14 17:53:00,,,,,,U24177470
4079,,,22171187,WS20,WS20_113627,paper,design1,sold_used,2023-09-09,2600.0,2022-07-14 17:54:00,,2023-09-09,,,,113627
4083,,,22173681,WS60,WS60_295779,paper,design1,sold_used,2022-12-08,7600.0,2022-07-14 09:15:00,,2022-12-08,,,,295779
4089,,,22174945,VS,VS_KI60T42103,electronic,design1,,,10900.0,2022-07-13 20:20:00,,,,,,KI60T42103
4098,,,22179593,VEF30,VEF30_52081,electronic,design1,sold_used,,5500.0,2022-07-14 16:24:00,,,,,,52081
4099,,,22179635,VS,VS_U6069879,electronic,design1,,,2000.0,2022-07-14 16:42:00,,,,,,U6069879
4100,,,22180091,VS,VS_U6033470,electronic,design1,sold_used,,2000.0,2022-07-14 16:29:00,,,,,,U6033470
4102,,,22180835,WS60,WS60_256209,paper,design1,sold_used,2022-09-08,,2022-07-19 06:09:00,,2022-09-08,,,,256209
4109,,,22183469,VEF60,VEF60_56386,electronic,design1,sold_used,,10000.0,2022-07-15 13:36:00,,,,,,56386
4110,,,22183485,VS,VS_U6020376,electronic,design1,sold_used,,2000.0,2022-07-15 11:08:00,,,,,,U6020376
4113,,,22183771,S,S_U60118208,paper,design1,,,2000.0,2022-07-15 11:49:00,,,,,,U60118208
4122,,,22186279,VS,VS_61196,electronic,design1,,,15100.0,2022-07-15 18:47:00,,,,,,61196
4123,,,22186399,P1G,P1G_261902,paper,design1,,,4500.0,2022-07-19 09:52:00,,,,,,261902
4128,,,22188365,WS20,WS20_137047,paper,design1,,,2600.0,2022-07-19 06:10:00,,,,,,137047
4136,,,22190155,EF30,EF30_294954,paper,design1,sold_used,,5500.0,2022-07-18 09:27:00,,,,,,294954
4150,,,22189571,WSN60,WSN60_278942,paper,design1,,,10000.0,2022-07-24 10:06:00,,,,,,278942
4153,,,22199393,VS,VS_U6066753,electronic,design1,sold_used,,1600.0,2022-07-18 17:24:00,,,,,,U6066753
4158,,,22201745,VS,VS_U2497721,electronic,design1,sold_used,,6000.0,2022-07-19 10:32:00,,,,,,U2497721
4163,,,22202601,VWS20,VWS20_299108,electronic,design1,,,3200.0,2022-07-19 12:27:00,,,,,,299108
4167,,,22204675,P1G,P1G_237579,paper,design1,sold_used,2022-06-08,4500.0,2022-07-21 08:38:00,,2022-06-08,,,,237579
4179,,,22213323,WS60,WS60_13215607,paper,design1,sold_used,,,2022-07-20 17:17:00,,,,,,13215607
4182,,,22213705,MT2B,MT2B_218433,paper,design1,,,5000.0,2022-07-24 10:06:00,,,,,,218433
4196,,,22218393,EF30,EF30_224649,paper,design1,sold_used,,5500.0,2022-07-21 22:42:00,,,,,,224649
4197,,,22219419,WS60,WS60_12235250,paper,design1,,,,2022-07-24 10:50:00,,,,,,12235250
4203,,,22224451,S,S_U2443016,paper,design1,,,5000.0,2022-07-24 10:50:00,,,,,,U2443016
4205,,,22224785,VEF60,VEF60_2097354,electronic,design1,,,9000.0,2022-07-22 12:50:00,,,,,,2097354
4209,,,22227633,VWS20,VWS20_2043094,electronic,design1,,,3000.0,2022-07-22 21:23:00,,,,,,2043094
4219,,,22200315,WS20,WS20_286136,paper,design1,,,2600.0,2022-07-18 23:44:00,,,,,,286136
4220,,,22230405,WS20,WS20_276003,paper,design1,sold_used,,2600.0,2022-12-01 10:58:00,,,,,,276003
4222,,,22231167,VWS20,VWS20_2098794,electronic,design1,sold_used,,3000.0,2022-07-23 18:43:00,,,,,,2098794
4225,,,22232847,VWS60,VWS60_2070152,electronic,design1,sold_used,,8500.0,2022-07-24 11:24:00,,,,,,2070152
4228,,,22233535,VWS20,VWS20_2036031,electronic,design1,,,,2022-07-24 14:26:00,,,,,,2036031
4229,,,22233889,P1,P1_P242605,paper,design1,sold_used,,7000.0,2022-07-25 17:15:00,,,,,,P242605
4230,,,22234239,VEF60,VEF60_2034816,electronic,design1,,,10000.0,2022-07-24 17:49:00,,,,,,2034816
4232,,,22234901,EF30,EF30_155022,paper,design1,,,,2022-07-24 21:46:00,,,,,,155022
4238,,,22238991,VEF30,VEF30_2026443,electronic,design1,,,,2022-07-25 13:27:00,,,,,,2026443
4241,,,22242889,WS60,WS60_242186,paper,design1,,,,2022-07-28 19:53:00,,,,,,242186
4242,,,22240313,VWS60,VWS60_2072691,electronic,design1,,,8500.0,2022-07-25 16:08:00,,,,,,2072691
4246,,,22246191,VEF30,VEF30_2056949,electronic,design1,,,5500.0,2022-07-26 10:45:00,,,,,,2056949
4256,,,22252553,S,S_P299466,paper,design1,,,18900.0,2022-07-28 08:02:00,,,,,,P299466
4266,,,22259769,VWS20,VWS20_2062752,electronic,design1,sold_used,,3000.0,2022-07-27 15:36:00,,,,,,2062752
4274,,,22245833,WS60,WS60_250239,paper,design1,sold_used,,,2022-07-30 15:49:00,,,,,,250239
4278,,,22266113,S,S_U60141040,paper,design1,sold_used,2022-06-08,2000.0,2022-07-30 15:48:00,,2022-06-08,,,,U60141040
4281,,,22269107,VWS20,VWS20_2029269,electronic,design1,,,3000.0,2022-07-29 08:53:00,,,,,,2029269
4282,,,22269153,VWS60,VWS60_2042819,electronic,design1,sold_used,,8800.0,2022-07-29 09:06:00,,,,,,2042819
4291,,,22274287,VWS20,VWS20_2075014,electronic,design1,,,3200.0,2022-07-29 19:22:00,,,,,,2075014
4292,,,22274335,WS60,WS60_250914,paper,design1,sold_used,,,2022-07-30 15:50:00,,,,,,250914
4299,,,22276543,VEF30,VEF30_2031431,electronic,design1,sold_used,,5500.0,2022-07-30 12:38:00,,,,,,2031431
4310,,,22280061,WS20,WS20_259527,paper,design1,,,3000.0,2022-08-02 18:28:00,,,,,,259527
4314,,,22281565,EF30,EF30_162833,paper,design1,sold_used,,5500.0,2022-08-02 16:05:00,,,,,,162833
4319,,,22286321,WS60,WS60_219525,paper,design1,sold_used,2023-07-08,,2022-08-07 10:30:00,,2023-07-08,,,,219525
4326,,,22290139,VEF30,VEF30_2037577,electronic,design1,sold_used,2022-04-08,5500.0,2022-08-02 08:01:00,,2022-04-08,,,,2037577
4329,,,22292577,S,S_U24176024,paper,design1,,,6000.0,2022-08-03 13:51:00,,,,,,U24176024
4330,,,22292835,S,S_U24171932,paper,design1,sold_used,,6000.0,2022-08-04 20:42:00,,,,,,U24171932
4337,,,22296021,VWS20,VWS20_2091299,electronic,design1,sold_used,,,2022-08-02 19:15:00,,,,,,2091299
4345,,,22303685,WS20,WS20_287162,paper,design1,,,2600.0,2022-08-03 12:39:00,,,,,,287162
4347,,,22304421,VWS20,VWS20_2022146,electronic,design1,,,,2022-08-03 13:00:00,,,,,,2022146
4349,,,22306419,VWS60,VWS60_2055648,electronic,design1,,,8800.0,2022-08-03 14:14:00,,,,,,2055648
4354,,,22314269,VRS,VRS_2019282,electronic,design1,sold_used,,22000.0,2022-08-03 20:25:00,,,,,,2019282
4363,,,22320681,VWS20,VWS20_2039788,electronic,design1,,,3000.0,2022-08-04 15:14:00,,,,,,2039788
4372,,,22324819,EF30,EF30_292224,paper,design1,sold_used,,5500.0,2022-08-06 09:08:00,,,,,,292224
4377,,,22326731,WS20,WS20_288364,paper,design1,sold_used,,2600.0,2022-08-07 10:31:00,,,,,,288364
4390,,,22329885,S,S_KI40124207,paper,design1,,,5000.0,2022-08-05 19:03:00,,,,,,KI40124207
4391,,,22330235,VMT2,VMT2_2087850,electronic,design1,sold_used,2023-02-08,7000.0,2022-08-05 21:48:00,,2023-02-08,,,,2087850
4405,,,22337113,WS60,WS60_294121,paper,design1,sold_used,2022-09-08,,2022-08-09 11:34:00,,2022-09-08,,,,294121
4409,,,22337569,WS20,WS20_064212,paper,design1,sold_used,,2600.0,2022-08-07 20:40:00,,,,,,064212
4411,,,22339631,EF60,EF60_133272,paper,design1,,,10000.0,2022-08-13 13:49:00,,,,,,133272
4438,,,22364519,S,S_U2437968,paper,design1,sold_used,2023-05-08,6000.0,2022-08-11 22:32:00,,2023-05-08,,,,U2437968
4462,,,22379737,WS20,WS20_283015,paper,design1,sold_used,2023-03-09,2600.0,2022-08-14 14:43:00,,2023-03-09,,,,283015
4469,,,22384601,WS60,WS60_286624,paper,design1,,,,2022-08-15 22:40:00,,,,,,286624
4485,,,22391895,VWS20,VWS20_2093129,electronic,design1,sold_used,,3000.0,2022-08-15 12:33:00,,,,,,2093129
4490,,,22393907,VMT2B,VMT2B_2089378,electronic,design1,,,5000.0,2022-08-15 16:53:00,,,,,,2089378
4491,,,22394417,VEF30,VEF30_2072187,electronic,design1,,,4500.0,2022-08-15 15:19:00,,,,,,2072187
4503,,,22401931,VWS20,VWS20_2044373,electronic,design1,,,3200.0,2022-08-16 17:27:00,,,,,,2044373
4510,,,22406627,P1G,P1G_235865,paper,design1,,,4500.0,2022-08-19 10:15:00,,,,,,235865
4516,,,22412433,S,S_U60112235,paper,design1,,,1600.0,2022-08-19 10:09:00,,,,,,U60112235
4537,,,22440993,VMT2B,VMT2B_2015707,electronic,design1,sold_used,,5000.0,2022-08-19 19:26:00,,,,,,2015707
4542,,,22450835,VEF30,VEF30_2074647,electronic,design1,,,5500.0,2022-08-20 17:03:00,,,,,,2074647
4560,,,22462875,VWSN60,VWSN60_2091040,electronic,design1,,,10000.0,2022-08-22 17:44:00,,,,,,2091040
4565,,,22468147,WS60,WS60_269876,paper,design1,sold_used,,,2022-08-27 08:36:00,,,,,,269876
4572,,,22477171,S,S_KI40112382,paper,design1,,,6000.0,2022-08-25 09:29:00,,,,,,KI40112382
4574,,,22480945,S,S_U60157913,paper,design1,sold_used,,4000.0,2022-08-25 09:25:00,,,,,,U60157913
4576,,,22482291,VMT2B,VMT2B_2030169,electronic,design1,,,5000.0,2022-08-24 15:58:00,,,,,,2030169
4580,,,22484963,S,S_U60141489,paper,design1,,,2000.0,2022-08-26 07:28:00,,,,,,U60141489
4584,,,22491161,VMT2,VMT2_2025086,electronic,design1,,,7000.0,2022-08-25 16:43:00,,,,,,2025086
4595,,,22496379,VWS20,VWS20_2097321,electronic,design1,sold_used,,3000.0,2022-08-26 13:06:00,,,,,,2097321
4601,,,22499717,VWS60,VWS60_2186171,electronic,design1,,,8500.0,2022-08-27 00:39:00,,,,,,2186171
4604,,,22442671,VMT2B,VMT2B_2199176,electronic,design1,sold_used,2023-03-03,5000.0,2023-02-21 13:04:00,,2023-03-03,,,,2199176
4606,,,22507681,MT2,MT2_298733,paper,design1,,,7000.0,2022-08-31 12:03:00,,,,,,298733
4607,,,22508347,VWS20,VWS20_2176009,electronic,design1,sold_used,,3200.0,2022-08-28 21:44:00,,,,,,2176009
4611,,,22511381,VWS60,VWS60_2155225,electronic,design1,sold_used,,8500.0,2022-08-29 11:12:00,,,,,,2155225
4618,,,22519461,WS20,WS20_020714,paper,design1,,,3000.0,2022-08-31 09:44:00,,,,,,020714
4624,,,22002891,P1,P1_271501,paper,design1,,,3500.0,2022-06-16 12:04:00,,,,,,271501
4632,,,22530325,P1G,P1G_289638,paper,design1,,,4500.0,2022-09-02 02:13:00,,,,,,289638
4637,,,22538459,MT2,MT2_287446,paper,design1,,,7000.0,2022-09-04 10:49:00,,,,,,287446
4651,,,22563163,VWS20,VWS20_2117210,electronic,design1,sold_used,,3000.0,2022-09-05 20:39:00,,,,,,2117210
4653,,,22579057,VMT2,VMT2_2160275,electronic,design1,,,7000.0,2022-09-06 10:53:00,,,,,,2160275
4656,,,22583143,MT2B,MT2B_261682,paper,design1,sold_used,,5000.0,2022-09-10 10:38:00,,,,,,261682
4662,,,22493383,S,S_P277572,paper,design1,sold_used,,21800.0,2022-09-10 10:39:00,,,,,,P277572
4667,,,22604683,MT2,MT2_285461,paper,design1,,,7000.0,2022-09-10 10:40:00,,,,,,285461
4672,,,22616129,MT2B,MT2B_221989,paper,design1,,,5000.0,2022-09-12 12:57:00,,,,,,221989
4673,,,22623389,VMT2,VMT2_2269197,electronic,design1,sold_used,,7000.0,2022-09-12 19:02:00,,,,,,2269197
4674,,,22594377,MT2,MT2_246713,paper,design1,,,7000.0,2022-09-15 00:18:00,,,,,,246713
4688,,,22633919,VEF30,VEF30_2256020,electronic,design1,,,5500.0,2022-09-14 13:14:00,,,,,,2256020
4700,,,22668753,WS60,WS60_271175,paper,design1,sold_used,2023-09-08,,2022-09-18 13:05:00,,2023-09-08,,,,271175
4704,,,22679205,VMT2,VMT2_2275931,electronic,design1,,,7000.0,2022-09-19 14:10:00,,,,,,2275931
4709,,,22685729,WS60,WS60_240185,paper,design1,,,,2022-09-21 12:35:00,,,,,,240185
4713,,,22705045,VMT2B,VMT2B_2219730,electronic,design1,,,5000.0,2022-09-24 09:14:00,,,,,,2219730
4714,,,22705391,VMT2B,VMT2B_2254981,electronic,design1,sold_used,2023-03-04,5000.0,2022-09-23 17:44:00,,2023-03-04,,,,2254981
4720,,,22713149,MT2,MT2_272188,paper,design1,sold_used,2023-01-07,7000.0,2022-09-26 23:51:00,,2023-01-07,,,,272188
4729,,,22737401,MT2,MT2_264121,paper,design1,sold_used,,7000.0,2022-10-03 22:05:00,,,,,,264121
4730,,,22732795,P1G,P1G_237819,paper,design1,,,4500.0,2022-10-03 22:51:00,,,,,,237819
4732,,,22745475,RS,RS_118837,paper,design1,sold_used,,22000.0,2022-10-01 19:37:00,,,,,,118837
4735,,,22754387,VMT2,VMT2_2220156,electronic,design1,,,,2022-10-07 17:16:00,,,,,,2220156
4739,,,22770455,SN1X1,SN1X1_113751,paper,design1,sold_used,2023-09-09,,2022-10-10 16:38:00,,2023-09-09,,,,113751
4747,,,22816221,VMT2,VMT2_2269266,electronic,design1,,,7000.0,2022-10-11 16:31:00,,,,,,2269266
4750,,,22820867,VMT2B,VMT2B_2283139,electronic,design1,,,5000.0,2022-10-12 14:19:00,,,,,,2283139
4754,,,22843481,VMT2B,VMT2B_2298463,electronic,design1,sold_used,2023-03-06,5000.0,2022-10-16 11:39:00,,2023-03-06,,,,2298463
4757,,,22865163,MT2,MT2_172685,paper,design1,,,7000.0,2022-10-20 15:43:00,,,,,,172685
4759,,,22888197,MT2B,MT2B_173909,paper,design1,,,5000.0,2022-10-30 14:33:00,,,,,,173909
4763,,,22909143,MT2,MT2_289009,paper,design1,,,7000.0,2022-10-26 08:28:00,,,,,,289009
4766,,,22917851,VMT2B,VMT2B_2230422,electronic,design1,,,5000.0,2022-10-26 16:26:00,,,,,,2230422
4779,,,23007173,VMT2B,VMT2B_2257096,electronic,design1,sold_used,2023-03-05,5000.0,2022-11-05 09:29:00,,2023-03-05,,,,2257096
4785,,,23018371,MT2B,MT2B_266111,paper,design1,,,5000.0,2022-11-08 19:32:00,,,,,,266111
4787,,,23027007,MT2B,MT2B_154767,paper,design1,,,5000.0,2022-11-08 19:32:00,,,,,,154767
4792,,,23040809,MT2,MT2_141394,paper,design1,,,8000.0,2022-11-10 20:29:00,,,,,,141394
4794,,,23045841,P2,P2_244985,paper,design1,,,7500.0,2022-11-11 16:41:00,,,,,,244985
4804,,,23083245,DT260,DT260_225982,paper,design1,,,15000.0,2022-11-17 17:44:00,,,,,,225982
4806,,,23108053,VES160,VES160_2344625,electronic,design1,,,4500.0,2022-11-20 04:10:00,,,,,,2344625
4813,,,23136357,VMT2,VMT2_2367818,electronic,design1,sold_used,2023-03-04,8000.0,2022-11-23 11:10:00,,2023-03-04,,,,2367818
4814,,,23139083,SN1X1,SN1X1_1708415717,paper,design1,,,,2024-01-23 13:20:00,,,,,,1708415717
4815,,,23141055,SN2X1,SN2X1_185452,paper,design1,,,,2022-11-23 19:37:00,,,,,,185452
4817,,,23158059,SN1X1,SN1X1_119232,paper,design1,,,5000.0,2022-11-26 10:25:00,,,,,,119232
4831,,,23205771,SN1X1,SN1X1_176643,paper,design1,,,5000.0,2022-12-02 15:50:00,,,,,,176643
4847,,,23266569,VEF30,VEF30_2342877,electronic,design1,,,5500.0,2022-12-09 11:05:00,,,,,,2342877
4854,,,23278505,VSN2X1,VSN2X1_2398779,electronic,design1,sold_used,2023-03-03,9000.0,2022-12-11 13:14:00,,2023-03-03,,,,2398779
4856,,,23285275,SN2X1,SN2X1_128483,paper,design1,sold_used,,9000.0,2022-12-15 13:47:00,,,,,,128483
4857,,,23285305,SN2X1,SN2X1_147705,paper,design1,,,9000.0,2022-12-12 13:23:00,,,,,,147705
4868,,,23307809,MT2,MT2_125749,paper,design1,,,5000.0,2022-12-17 20:31:00,,,,,,125749
4870,,,23308137,HB20,HB20_032118,paper,design1,,,3700.0,2022-12-18 13:17:00,,,,,,032118
4875,,,23309509,MT2,MT2_155161,paper,design1,,,5000.0,2022-12-17 20:31:00,,,,,,155161
4876,,,23312663,VMT2,VMT2_2395670,electronic,design1,,,8000.0,2022-12-16 15:01:00,,,,,,2395670
4888,,,23332055,SN2X1,SN2X1_198884,paper,design1,,,9000.0,2022-12-21 11:05:00,,,,,,198884
4894,,,23346379,MT2,MT2_190760887,paper,design1,sold_used,2023-07-01,8000.0,2022-12-30 10:45:00,,2023-07-01,,,,190760887
4897,,,23348205,VMT2,VMT2_2324055,electronic,design1,sold_used,2023-07-02,8000.0,2022-12-21 18:29:00,,2023-07-02,,,,2324055
4913,,,23363307,SN2X1,SN2X1_147278,paper,design1,sold_used,,9000.0,2022-12-26 06:12:00,,,,,,147278
4915,,,23364437,SN2X1,SN2X1_131371,paper,design1,sold_used,,9000.0,2022-12-27 12:53:00,,,,,,131371
4920,,,23365917,S,S_N2X1156450,paper,design1,sold_used,2024-06-01,9000.0,2022-12-26 17:22:00,,2024-06-01,,,,N2X1156450
4922,,,23364163,SN2X1,SN2X1_137052,paper,design1,sold_used,,9000.0,2022-12-28 09:53:00,,,,,,137052
4927,,,23362821,S,S_258957,paper,design1,sold_used,,18000.0,2022-12-26 17:46:00,,,,,,258957
4928,,,23369223,MT2,MT2_215348,paper,design1,sold_used,2023-03-05,8000.0,2022-12-29 16:51:00,,2023-03-05,,,,215348
4939,,,23374521,SN2X1,SN2X1_161141,paper,design1,sold_used,2023-11-02,9000.0,2022-12-28 14:30:00,,2023-11-02,,,,161141
4946,,,23376541,S,S_P261981,paper,design1,sold_used,,21800.0,2022-12-27 21:30:00,,,,,,P261981
4970,,,23382545,VMT2,VMT2_2494880,electronic,design1,sold_used,2023-07-02,8000.0,2022-12-28 19:07:00,,2023-07-02,,,,2494880
4972,,,23384801,MT2,MT2_287152,paper,design1,sold_used,2023-03-06,8000.0,2022-12-31 04:39:00,,2023-03-06,,,,287152
4982,,,23385275,MT2,MT2_191315,paper,design1,sold_used,2023-02-08,8000.0,2022-12-31 17:37:00,,2023-02-08,,,,191315
4983,,,23385453,S,S_U60295520,paper,design1,,,2000.0,2022-12-31 04:37:00,,,,,,U60295520
4988,,,23386237,VWS20,VWS20_2421233,electronic,design1,,,3000.0,2022-12-29 16:38:00,,,,,,2421233
5031,,,23400461,P1G,P1G_268901,paper,design1,,,4500.0,2023-01-02 18:10:00,,,,,,268901
5049,,,23443209,VS,VS_U59779,electronic,design1,,,,2023-01-10 18:28:00,,,,,,U59779
