,amo_id,этап_сделки,бюджет,дата_создания_сделки,sale_date,delivery_price,стоимость_доставки,products,price,subtotal,выручка_от_клиента,направление_(вид_сертификата),code,корневая_сделка,номер_2-го_сертификата,номер_3-го_сертификата,номер_4-го_сертификата,номер_5-го_сертификата,сертификат_на_тренера,статус_погашения,card_used_date,стоимость_закупки,id,prefix,number,prefix_V,card_type,design_type,status,sale_price,expiry_date,created_at,updated_at,deleted_at,supplier_payment_date
49,4964133,Успешно_реализовано,7400.0,2020-04-06 15:13:19,2020-07-10 18:30:00,,353,,,,7400.0,Флайборд_/_Ховерборд_/_Ранец,MF_691994,,,,,,,,,,,MF,691994,MF,paper,design1,,,,,,,
50,4964135,Успешно_реализовано,3950.0,2020-04-06 15:13:19,2020-07-10 18:30:00,,592,,,,3950.0,Флайборд_/_Ховерборд_/_Ранец,MF_399082,,,,,,,,,,,MF,399082,MF,paper,design1,,,,,,,
52,4964139,Успешно_реализовано,7350.0,2020-04-06 15:13:19,2020-07-10 18:27:00,,868,,,,7350.0,Флайборд_/_Ховерборд_/_Ранец,MF_636800,,,,,,,,,,,MF,636800,MF,paper,design1,,,,,,,
59,4964407,Успешно_реализовано,4250.0,2020-04-06 15:18:17,2020-07-10 18:29:00,,472,,,,4250.0,Флайборд_/_Ховерборд_/_Ранец,MF_355825,,,,,,,,,,,MF,355825,MF,paper,design1,,,,,,,
66,6613411,Успешно_реализовано,2690.0,2020-05-11 09:49:53,2020-07-10 18:21:00,,,Подарочный_сертификат_на_водные_лыжи_(Выберите_вариант_сертификата:_1_сет_20_минут_на_одного_человека_2400_р._)_-_1x2400_=_2400,2690.0,2400.0,2690.0,Водные_лыжи,MF20560_(HE_БЫЛO_KAPT61211,,,,,,,Погашен,,,,MF20560,(HE,MF20560,paper,design1,sold_used,2400.0,,,,,
75,7656099,Успешно_реализовано,4300.0,2020-05-29 16:28:43,2020-07-10 18:15:00,,400,,,,4300.0,Флайборд_/_Ховерборд_/_Ранец,MF_385018,,,,,,,Погашен,,,,MF,385018,MF,paper,design1,sold_used,,,,,,
79,7731389,Успешно_реализовано,2400.0,2020-06-01 13:28:31,2020-07-10 18:13:00,,,,,,2200.0,Флайборд_/_Ховерборд_/_Ранец,MF_269329,,,,,,,Погашен,2020-09-09,,,MF,269329,MF,paper,design1,sold_used,,,,,,2020-09-09
84,7865951,Успешно_реализовано,7350.0,2020-06-04 14:21:52,2020-07-10 18:10:00,,,,,,7350,Флайборд_/_Ховерборд_/_Ранец,MF_639442,,,,,,,,,,,MF,639442,MF,paper,design1,,,,,,,
88,8031079,Успешно_реализовано,2600.0,2020-06-08 21:14:43,2020-07-10 18:06:00,,,,,,2600,Флайборд_/_Ховерборд_/_Ранец,MF_280156,,,,,,,,,,,MF,280156,MF,paper,design1,,,,,,,
91,8080921,Успешно_реализовано,9190.0,2020-06-09 20:39:18,2020-06-15 11:14:00,,251,"Подарочный_сертификатв_Вейк-парк_(Выберите_тип:_60_минут_на_одного_)_-_1x3500_=_3500;_
СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x1500_=_1500;_
Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x3900_=_3900",9190.0,8900.0,9190,Флайборд_/_Ховерборд_/_Ранец,MF_339756,,WP60_512,,,PH020,,Погашен,,,,MF,339756,MF,paper,design1,sold_used,2600.0,,,,,
92,8121685,Успешно_реализовано,7350.0,2020-06-10 20:02:06,2020-06-15 11:14:00,,591,,,,7550,Флайборд_/_Ховерборд_/_Ранец,MF_697142,,,,,,,Погашен,,,,MF,697142,MF,paper,design1,sold_used,,,,,,
94,8129359,Успешно_реализовано,4300.0,2020-06-11 08:33:50,2020-06-15 11:13:00,,278,,,,4300,Флайборд_/_Ховерборд_/_Ранец,MF_350629,,,,,,,Погашен,,,,MF,350629,MF,paper,design1,sold_used,,,,,,
105,8372851,Успешно_реализовано,0.0,2020-06-17 13:41:56,2020-07-10 18:04:00,,,,,,0,Флайборд_/_Ховерборд_/_Ранец,MF_651726,,,,,,,,,,,MF,651726,MF,paper,design1,,,,,,,
106,8405903,Успешно_реализовано,3900.0,2020-06-17 21:27:46,2020-06-19 09:47:00,,902,,,,4752,Флайборд_/_Ховерборд_/_Ранец,MF_310281,,,,,,,,,,,MF,310281,MF,paper,design1,,,,,,,
107,8421465,Успешно_реализовано,7290.0,2020-06-18 11:33:05,2020-06-19 14:28:00,,519,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x7000_=_7000,7290.0,7000.0,7519,Флайборд_/_Ховерборд_/_Ранец,MF_691781,,,,,,,,,,,MF,691781,MF,paper,design1,,7000.0,,,,,
113,8472541,Успешно_реализовано,4300.0,2020-06-19 11:24:12,2020-06-19 17:38:00,,384,,,,4300,Флайборд_/_Ховерборд_/_Ранец,MF_336061,,,,,,,,,,,MF,336061,MF,paper,design1,,,,,,,
122,8554889,Успешно_реализовано,5900.0,2020-06-22 11:22:43,2020-07-10 18:04:00,,252,,,,5900,Флайборд_/_Ховерборд_/_Ранец,MF_210626,,HB20_211,,,,,Погашен,2020-06-08,,,MF,210626,MF,paper,design1,sold_used,2600.0,,,,,2020-06-08
131,8618645,Успешно_реализовано,9600.0,2020-06-23 15:37:48,2020-07-10 18:03:00,,,,,,9600,Вейксёрф_и_вейк_за_катером,60WAKE_SER44840,,,,,,,,,,,60WAKE,SER44840,60WAKE,paper,design1,,,,,,,
133,8637333,Успешно_реализовано,4250.0,2020-06-23 17:20:49,2020-07-10 18:03:00,,,,,,4250,Флайборд_/_Ховерборд_/_Ранец,MF_380671,,,,,,,,,,,MF,380671,MF,paper,design1,,,,,,,
135,8650777,Успешно_реализовано,3900.0,2020-06-24 09:31:46,2020-06-24 11:44:00,,,,,,3900,Флайборд_/_Ховерборд_/_Ранец,MF_311838,,,,,,,,,,,MF,311838,MF,paper,design1,,,,,,,
139,8668073,Успешно_реализовано,4217.0,2020-06-24 16:31:28,2020-06-28 10:10:00,,317,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x3900_=_3900,4190.0,3900.0,4217,Флайборд_/_Ховерборд_/_Ранец,MF_352029,,,,,,,Погашен,,,,MF,352029,MF,paper,design1,sold_used,3900.0,,,,,
143,8707011,Успешно_реализовано,2600.0,2020-06-25 17:39:49,2020-06-25 19:04:00,,,,,,2600,Флайборд_/_Ховерборд_/_Ранец,MF_29539,,,,,,,Погашен,2020-05-08,,,MF,29539,MF,paper,design1,sold_used,,,,,,2020-05-08
146,8735307,Успешно_реализовано,7800.0,2020-06-26 14:41:19,2020-07-10 18:03:00,,,,,,7800,Флайборд_/_Ховерборд_/_Ранец,MF_324843,,MF30_516,,,,,,,,,MF,324843,MF,paper,design1,,2600.0,,,,,
150,8752703,Успешно_реализовано,9850.0,2020-06-26 21:57:04,2020-07-10 18:03:00,,,"СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x1500_=_1500;_
Подарочный_сертификат_на_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000",9850.0,9500.0,9850,Флайборд_/_Ховерборд_/_Ранец,MF_69412,,PH001,,,,,Погашен,2021-04-11,,,MF,69412,MF,paper,design1,sold_used,2600.0,,,,,2021-04-11
151,8758685,Успешно_реализовано,6200.0,2020-06-27 10:39:39,2020-07-10 18:03:00,,,,,,6200,Флайборд_/_Ховерборд_/_Ранец,MF_234403,,WS30_031187,,,,,,,,,MF,234403,MF,paper,design1,,2600.0,,,,,
152,8759963,Успешно_реализовано,14750.0,2020-06-27 11:30:02,2020-07-10 18:03:00,,350,,,,14750,Вейксёрф_и_вейк_за_катером,60WAKE_SER54144,,60WAKE_SERF_201,,,,,,,,,60WAKE,SER54144,60WAKE,paper,design1,,,,,,,
158,8772277,Успешно_реализовано,10790.0,2020-06-27 23:13:08,2020-07-02 12:14:00,,356,"СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x1500_=_1500;_
Подарочный_сертификат_на_Флайборд_(Выберите_тип:_30_минут_)_-_2x4500_=_9000",10790.0,10500.0,10790,Флайборд_/_Ховерборд_/_Ранец,MF_326863,,MF30_502,,,PH026,,Погашен,2020-05-07,,,MF,326863,MF,paper,design1,sold_used,2600.0,,,,,2020-05-07
160,8780899,Успешно_реализовано,3900.0,2020-06-28 11:02:41,2020-07-10 11:37:00,,,,,,3900,Флайборд_/_Ховерборд_/_Ранец,MF_363660,,,,,,,,,,,MF,363660,MF,paper,design1,,,,,,,
162,8786135,Успешно_реализовано,7350.0,2020-06-28 14:34:00,2020-07-10 11:39:00,,241,,,,7350,Флайборд_/_Ховерборд_/_Ранец,MF_697815,,,,,,,,,,,MF,697815,MF,paper,design1,,,,,,,
163,8788211,Успешно_реализовано,8350.0,2020-06-28 16:12:40,2020-06-29 19:24:00,,300,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8350.0,8000.0,8350,Флайборд_/_Ховерборд_/_Ранец,MF_682811,,,,,,,Погашен,2020-07-07,,,MF,682811,MF,paper,design1,sold_used,8000.0,,,,,2020-07-07
165,8808567,Успешно_реализовано,7400.0,2020-06-29 10:25:44,2020-07-10 11:42:00,,314,,,,7400,Флайборд_/_Ховерборд_/_Ранец,MF_630340,,,,,,,,,,,MF,630340,MF,paper,design1,,,,,,,
166,8809505,Успешно_реализовано,7350.0,2020-06-29 10:42:49,2020-07-10 11:46:00,,377,,,,7377,Флайборд_/_Ховерборд_/_Ранец,MF_648214,,,,,,,,,,,MF,648214,MF,paper,design1,,,,,,,
167,8812165,Успешно_реализовано,4272.0,2020-06-29 11:36:18,2020-07-10 11:45:00,,372,,,,4272,Флайборд_/_Ховерборд_/_Ранец,MF_324601,,,,,,,,,,,MF,324601,MF,paper,design1,,,,,,,
168,8821619,Успешно_реализовано,4352.0,2020-06-29 14:43:41,2020-07-10 11:41:00,,452,,,,4352,Флайборд_/_Ховерборд_/_Ранец,MF_383749,,,,,,,,,,,MF,383749,MF,paper,design1,,,,,,,
169,8821699,Успешно_реализовано,2600.0,2020-06-29 14:45:41,2020-06-29 19:21:00,,,,,,2600,Флайборд_/_Ховерборд_/_Ранец,MF_224687,,,,,,,,,,,MF,224687,MF,paper,design1,,,,,,,
171,8825921,Успешно_реализовано,8362.0,2020-06-29 16:12:46,2020-07-10 11:34:00,,462,,,,8362,Флайборд_/_Ховерборд_/_Ранец,MF_339910,,SU24_013,,,,,Погашен,2020-08-08,,,MF,339910,MF,paper,design1,sold_used,2600.0,,,,,2020-08-08
176,8858267,Успешно_реализовано,7400.0,2020-06-30 15:02:43,2020-07-10 18:01:00,,400,,,,7400,Флайборд_/_Ховерборд_/_Ранец,MF_640759,,,,,,,,,,,MF,640759,MF,paper,design1,,,,,,,
178,8861435,Успешно_реализовано,7350.0,2020-06-30 15:59:43,2020-07-10 18:01:00,,,,,,7350,Флайборд_/_Ховерборд_/_Ранец,MF_648427,,,,,,,Погашен,2020-09-08,,,MF,648427,MF,paper,design1,sold_used,,,,,,2020-09-08
180,8884277,Успешно_реализовано,2600.0,2020-07-01 12:02:41,2020-07-10 18:01:00,,,,,,2600,Флайборд_/_Ховерборд_/_Ранец,MF_20093848,,,,,,,Погашен,2020-01-07,,,MF,20093848,MF,paper,design1,sold_used,,,,,,2020-01-07
184,8907645,Успешно_реализовано,4400.0,2020-07-01 23:05:00,2020-07-10 11:41:00,,492,,,,4400,Флайборд_/_Ховерборд_/_Ранец,MF_348916,,,,,,,,,,,MF,348916,MF,paper,design1,,,,,,,
186,8929915,Успешно_реализовано,7400.0,2020-07-02 11:26:52,2020-07-05 17:18:00,,388,,,,7400,Флайборд_/_Ховерборд_/_Ранец,MF_336136,,HB30502,,,,,Погашен,,,,MF,336136,MF,paper,design1,sold_used,2600.0,,,,,
191,8952829,Успешно_реализовано,3339.0,2020-07-02 15:13:59,2020-07-05 17:17:00,,339,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3290.0,3000.0,3339,Флайборд_/_Ховерборд_/_Ранец,MF_237737,,,,,,,Погашен,,,,MF,237737,MF,paper,design1,sold_used,3000.0,,,,,
193,8962209,Успешно_реализовано,4500.0,2020-07-02 18:48:01,2020-07-02 20:13:00,,,,,,4500,Флайборд_/_Ховерборд_/_Ранец,MF_319336,,,,,,,,,,,MF,319336,MF,paper,design1,,,,,,,
194,8965363,Успешно_реализовано,8437.0,2020-07-02 21:18:51,2020-07-10 11:47:00,,437,,,,8437,Флайборд_/_Ховерборд_/_Ранец,MF_332510,,MF30_521,,,,,Погашен,,,,MF,332510,MF,paper,design1,sold_used,2600.0,,,,,
213,9048327,Успешно_реализовано,6000.0,2020-07-06 00:33:42,2020-07-10 11:34:00,,482,,,,6482,Флайборд_/_Ховерборд_/_Ранец,MF_254176,,MF20_564,,,,,,,,,MF,254176,MF,paper,design1,,2600.0,,,,,
214,9056275,Успешно_реализовано,5242.0,2020-07-06 10:40:14,2020-07-10 11:33:00,,742,,,,5242,Флайборд_/_Ховерборд_/_Ранец,MF_341763,,,,,,,,,,,MF,341763,MF,paper,design1,,,,,,,
216,9061935,Успешно_реализовано,3375.0,2020-07-06 12:19:25,2020-07-10 11:33:00,,375,,,,3375,Флайборд_/_Ховерборд_/_Ранец,MF_225548,,,,,,,,,,,MF,225548,MF,paper,design1,,,,,,,
223,9083251,Успешно_реализовано,3400.0,2020-07-06 22:32:27,2020-07-11 20:39:00,,,,,,3400,Флайборд_/_Ховерборд_/_Ранец,MF_264504,,,,,,,,,,,MF,264504,MF,paper,design1,,,,,,,
225,9101947,Успешно_реализовано,3000.0,2020-07-07 12:50:15,2020-07-10 11:15:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_258513,,,,,,,Погашен,,,,MF,258513,MF,paper,design1,sold_used,3000.0,,,,,
228,9115613,Успешно_реализовано,4850.0,2020-07-07 17:03:55,2020-07-10 18:40:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4850,Флайборд_/_Ховерборд_/_Ранец,MF_367965,,,,,,,Погашен,2020-04-08,,,MF,367965,MF,paper,design1,sold_used,4500.0,,,,,2020-04-08
235,9154299,Успешно_реализовано,3350.0,2020-07-08 17:39:45,2020-07-10 18:40:00,,,,,,3350,Флайборд_/_Ховерборд_/_Ранец,MF_261430,,,,,,,,,,,MF,261430,MF,paper,design1,,,,,,,
240,9177487,Успешно_реализовано,7900.0,2020-07-09 12:40:55,2020-07-10 18:35:00,,,,,,7900,Вейксёрф_и_вейк_за_катером,60WAKE_SUR82466,,,,,,,,,,,60WAKE,SUR82466,60WAKE,paper,design1,,,,,,,
242,9185267,Успешно_реализовано,7500.0,2020-07-09 14:11:51,2020-07-10 18:00:00,,,,,,7500,Вейксёрф_и_вейк_за_катером,60WAKE_SER14927,,,,,,,,,,,60WAKE,SER14927,60WAKE,paper,design1,,,,,,,
279,9346801,Успешно_реализовано,8350.0,2020-07-13 16:10:27,2020-07-17 11:23:00,,410,,,,8350,Флайборд_/_Ховерборд_/_Ранец,MF_89177,,,,,,,Погашен,2020-05-09,,,MF,89177,MF,paper,design1,sold_used,,,,,,2020-05-09
280,9366361,Успешно_реализовано,9850.0,2020-07-14 08:39:40,2020-07-16 20:27:00,,,"Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000;_
СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x1500_=_1500",9850.0,9500.0,9850,Флайборд_/_Ховерборд_/_Ранец,MF_60063450,,PH004,,,,,,,,,MF,60063450,MF,paper,design1,,2600.0,,,,,
287,9394601,Успешно_реализовано,7850.0,2020-07-14 18:45:28,2020-07-16 20:28:00,,,Подарочный_сертификатна_Вейкборд_за_катером_(Выберите_тип:_1_час_)_-_1x7500_=_7500,7850.0,7500.0,7850,Вейксёрф_и_вейк_за_катером,60WAKE_SER71480,,,,,,,Погашен,2020-09-08,,,60WAKE,SER71480,60WAKE,paper,design1,sold_used,7500.0,,,,,2020-09-08
296,9434489,Успешно_реализовано,3000.0,2020-07-15 22:07:56,2020-07-16 20:30:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_12202,,,,,,,,,,,MF,12202,MF,paper,design1,,,,,,,
299,9459743,Успешно_реализовано,3000.0,2020-07-16 16:18:36,2020-07-16 20:30:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_95453,,,,,,,,,,,MF,95453,MF,paper,design1,,3000.0,,,,,
301,9465185,Успешно_реализовано,8350.0,2020-07-16 17:28:24,2020-07-16 20:30:00,,,,,,8350,Флайборд_/_Ховерборд_/_Ранец,MF_60064719,,,,,,,,,,,MF,60064719,MF,paper,design1,,,,,,,
305,9492007,Успешно_реализовано,6350.0,2020-07-17 12:06:36,2020-07-20 18:45:00,,321,"Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500;_
СЕРТИФИКАТ_НА_ФОТОСЕССИЮ_(Чтобы_запечатлеть_самые_искренние_эмоции)_-_1x1500_=_1500",6350.0,6000.0,6350,Флайборд_/_Ховерборд_/_Ранец,MF_30076096,,PH011,,,,,Погашен,2020-05-09,,,MF,30076096,MF,paper,design1,sold_used,2600.0,,,,,2020-05-09
316,9535811,Успешно_реализовано,3000.0,2020-07-18 15:02:26,2020-07-20 00:11:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20081451,,,,,,,,,,,MF,20081451,MF,paper,design1,,,,,,,
320,9540509,Успешно_реализовано,8450.0,2020-07-18 19:59:07,2020-07-22 12:08:00,,514,,,,8450,Флайборд_/_Ховерборд_/_Ранец,MF_37190,,,,,,,Погашен,,,,MF,37190,MF,paper,design1,sold_used,,,,,,
321,9541119,Успешно_реализовано,3000.0,2020-07-18 20:56:54,2020-07-27 12:34:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20050734,,,,,,,,,,,MF,20050734,MF,paper,design1,,,,,,,
335,9634377,Успешно_реализовано,4500.0,2020-07-21 13:02:58,2020-07-21 13:04:00,,,,,,4050,Флайборд_/_Ховерборд_/_Ранец,MF_30065012,,,,,,,,,,,MF,30065012,MF,paper,design1,,,,,,,
338,9661879,Успешно_реализовано,3000.0,2020-07-22 10:24:05,2020-07-27 12:35:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20038054,,,,,,,,,,,MF,20038054,MF,paper,design1,,,,,,,
342,9679959,Успешно_реализовано,3000.0,2020-07-22 16:48:27,2020-07-24 13:37:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20048131,,,,,,,Погашен,,,,MF,20048131,MF,paper,design1,sold_used,,,,,,
343,9709767,Успешно_реализовано,4500.0,2020-07-23 10:13:05,2020-07-27 12:36:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30074720,,,,,,,Погашен,2020-06-09,,,MF,30074720,MF,paper,design1,sold_used,4500.0,,,,,2020-06-09
365,9799883,Успешно_реализовано,3000.0,2020-07-26 19:19:25,2020-07-28 16:36:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20058410,,,,,,,,,,,MF,20058410,MF,paper,design1,,,,,,,
374,9828539,Успешно_реализовано,8000.0,2020-07-27 18:09:54,2020-07-28 16:17:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8000.0,8000.0,8000,Флайборд_/_Ховерборд_/_Ранец,MF_33251,,,,,,,,,,,MF,33251,MF,paper,design1,,8000.0,,,,,
375,9835557,Успешно_реализовано,4896.0,2020-07-28 08:34:28,2020-07-31 09:10:00,,396,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4850.0,4500.0,4896,Флайборд_/_Ховерборд_/_Ранец,MF_30036132,,,,,,,,,,,MF,30036132,MF,paper,design1,,4500.0,,,,,
377,9860909,Успешно_реализовано,8400.0,2020-07-28 14:16:13,2020-07-31 09:10:00,,275,Подарочный_сертификат_на_Флайборд_(Выберите_тип:_1_час_)_-_1x8000_=_8000,8400.0,8000.0,8400,Флайборд_/_Ховерборд_/_Ранец,MF_60042164,,,,,,,,,,,MF,60042164,MF,paper,design1,,8000.0,,,,,
389,9921857,Успешно_реализовано,3400.0,2020-07-30 10:11:06,2020-08-06 19:56:00,,,,,,3400,Флайборд_/_Ховерборд_/_Ранец,MF_20098040,,,,,,,Погашен,,,,MF,20098040,MF,paper,design1,sold_used,,,,,,
396,9977557,Успешно_реализовано,4900.0,2020-08-01 10:37:09,2020-08-04 09:28:00,,730,,,,4900,Флайборд_/_Ховерборд_/_Ранец,MF_30013352,,,,,,,Погашен,,,,MF,30013352,MF,paper,design1,sold_used,,,,,,
397,9979317,Успешно_реализовано,3000.0,2020-08-01 12:07:43,2020-08-04 09:29:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20037650,,,,,,,,,,,MF,20037650,MF,paper,design1,,3000.0,,,,,
408,10028577,Успешно_реализовано,3400.0,2020-08-03 14:51:44,2020-08-06 19:55:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3400.0,3000.0,3400,Флайборд_/_Ховерборд_/_Ранец,MF_20013834,,,,,,,Погашен,,,,MF,20013834,MF,paper,design1,sold_used,3000.0,,,,,
420,10080155,Успешно_реализовано,3350.0,2020-08-04 23:07:47,2020-08-06 19:53:00,,,,,,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20024146,,,,,,,,,,,MF,20024146,MF,paper,design1,,,,,,,
437,10147985,Успешно_реализовано,3290.0,2020-08-06 22:45:11,2020-08-08 15:35:00,,437,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3290.0,3000.0,3387,Флайборд_/_Ховерборд_/_Ранец,MF_20024646,,,,,,,,,,,MF,20024646,MF,paper,design1,,3000.0,,,,,
452,10252991,Успешно_реализовано,3000.0,2020-08-10 12:58:37,2020-08-16 10:25:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20012180,,,,,,,,,,,MF,20012180,MF,paper,design1,,3000.0,,,,,
455,10256885,Успешно_реализовано,3350.0,2020-08-10 14:39:41,2020-08-13 15:43:00,,255,,,,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20013348,,,,,,,Погашен,,,,MF,20013348,MF,paper,design1,sold_used,,,,,,
476,10368935,Успешно_реализовано,6400.0,2020-08-13 20:59:24,2020-08-16 10:23:00,,382,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_2x3000_=_6000,6400.0,6000.0,6400,Флайборд_/_Ховерборд_/_Ранец,MF_99173,,MF20042752,,,,,Погашен,,,,MF,99173,MF,paper,design1,sold_used,2600.0,,,,,
497,10496221,Успешно_реализовано,4500.0,2020-08-18 16:27:15,2020-08-19 20:25:00,,,,,,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30048126,,,,,,,Погашен,2020-05-09,,,MF,30048126,MF,paper,design1,sold_used,,,,,,2020-05-09
501,10515441,Успешно_реализовано,3350.0,2020-08-19 10:19:40,2020-08-24 15:13:00,,,,,,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20040693,,,,,,,,,,,MF,20040693,MF,paper,design1,,,,,,,
502,10517107,Успешно_реализовано,4500.0,2020-08-19 11:01:53,2020-08-19 13:30:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30047095,,,,,,,Погашен,,,,MF,30047095,MF,paper,design1,sold_used,4500.0,,,,,
512,10638757,Успешно_реализовано,4500.0,2020-08-21 17:59:01,2020-08-22 10:58:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_30_минут_)_-_1x4500_=_4500,4500.0,4500.0,4500,Флайборд_/_Ховерборд_/_Ранец,MF_30036859,,,,,,,,,,,MF,30036859,MF,paper,design1,,4500.0,,,,,
521,10656173,Успешно_реализовано,3000.0,2020-08-22 19:00:24,2020-08-26 17:09:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3000.0,3000.0,3000,Флайборд_/_Ховерборд_/_Ранец,MF_86572,,,,,,,Погашен,,,,MF,86572,MF,paper,design1,sold_used,3000.0,,,,,
537,10917805,Успешно_реализовано,3000.0,2020-08-28 12:24:34,2020-09-01 23:24:00,,,,,,3000,Флайборд_/_Ховерборд_/_Ранец,MF_20086209,,,,,,,,,,,MF,20086209,MF,paper,design1,,,,,,,
544,10943345,Успешно_реализовано,3350.0,2020-08-29 17:03:12,2020-09-01 19:38:00,,,Подарочный_сертификатна_Флайборд_(Выберите_тип:_20_минут_)_-_1x3000_=_3000,3350.0,3000.0,3350,Флайборд_/_Ховерборд_/_Ранец,MF_20038067,,,,,,,Погашен,,,,MF,20038067,MF,paper,design1,sold_used,3000.0,,,,,
567,11187399,Успешно_реализовано,1.0,2020-09-06 22:04:44,2020-09-06 22:15:00,,,,,,1,Флайборд_/_Ховерборд_/_Ранец,MF_20076127,,,,,,,Погашен,,,,MF,20076127,MF,paper,design1,sold_used,,,,,,
568,11187403,Успешно_реализовано,1.0,2020-09-06 22:05:48,2020-09-06 22:15:00,,,,,,1,Флайборд_/_Ховерборд_/_Ранец,MF_20035272,,,,,,,,,,,MF,20035272,MF,paper,design1,,,,,,,
601,12472917,Успешно_реализовано,4850.0,2020-10-03 00:14:36,2020-10-03 17:17:00,,,,,,4850,Флайборд_/_Ховерборд_/_Ранец,MF_30096185,,,,,,,,,,,MF,30096185,MF,paper,design1,,,,,,,
608,12740203,Успешно_реализовано,4891.0,2020-10-12 21:17:52,2020-10-16 11:32:00,,494,,,,4891,Флайборд_/_Ховерборд_/_Ранец,MF_30068603,,,,,,,,,,,MF,30068603,MF,paper,design1,,,,,,,
609,12792201,Успешно_реализовано,5000.0,2020-10-14 16:40:47,2020-11-21 15:17:00,,447,,,,5000,Вейк-парк,MF_30051992,,,,,,,,,,,MF,30051992,MF,paper,design1,,,,,,,
631,14084703,Успешно_реализовано,9000.0,2020-11-20 11:57:06,2020-11-20 11:59:00,,,,,,,Аэротруба,AT_10048450,,,,,,,Погашен,,,,AT,10048450,AT,paper,design1,sold_used,,,,,,
638,14182589,Успешно_реализовано,8690.0,2020-11-24 13:11:01,2020-11-30 10:54:00,290.0,,"Подарочный_сертификатна_Искусственную_Волну_(Выберите_тип:_1_час_катания_в_группе_для_одного_)_-_1x4500_=_4500;_
Подарочный_сертификатна_полёт_в_аэротрубе_(Выберите_тип:_4_минуты_полёта_(для_1_человека)_)_-_1x3900_=_3900",8690.0,8400.0,8690,Аэротруба,AT_077108,,CW1071328,,,,,Погашен,2022-12-01,,,AT,077108,AT,paper,design1,sold_used,,,,,,2022-12-01
