,amo_id,этап_сделки,бюджет,дата_создания_сделки,sale_date,delivery_price,стоимость_доставки,products,price,subtotal,выручка_от_клиента,направление_(вид_сертификата),code,корневая_сделка,номер_2-го_сертификата,номер_3-го_сертификата,номер_4-го_сертификата,номер_5-го_сертификата,сертификат_на_тренера,статус_погашения,card_used_date,стоимость_закупки,id,prefix,number,prefix_V,card_type,design_type,status,sale_price,expiry_date,created_at,updated_at,deleted_at,supplier_payment_date
4968,23382203,Успешно_реализовано,9700.0,2022-12-28 17:26:54,2022-12-28 20:17:00,700.0,,"Аэротруба_(Варианты:_10_минут_полёта_(для_1-2_человек),_Бумажный_или_электронный:_Бумажный)_-_1x9000_=_9000",9700.0,9000.0,9700,Аэротруба,AT_10178140,,,,,,,,,7200,,AT,10178140,AT,paper,design1,,9000.0,,,,,
5019,23394615,Успешно_реализовано,5600.0,2022-12-31 14:23:19,2023-01-03 17:07:00,0.0,,"Аэротруба_(Варианты:_6_минут_полёта_(для_1-2_человек),_Бумажный_или_электронный:_Бумажный)_-_1x5600_=_5600",5600.0,5600.0,5600,Аэротруба,AT_6188894,,,,,,,Погашен,,4480,,AT,6188894,AT,paper,design1,sold_used,5600.0,,,,,
5069,23467791,Успешно_реализовано,4050.0,2023-01-14 23:42:58,2023-01-17 15:44:00,350.0,,"Флайборд_(Варианты:_20_минут,_Бумажный_или_электронный:_Бумажный)_-_1x3700_=_3700",4050.0,3700.0,4050,Флайборд_/_Ховерборд_/_Ранец,MF_20213760,,,,,,,,,2400,,MF,20213760,MF,paper,design1,,3700.0,,,,,
5456,23906061,Успешно_реализовано,12100.0,2023-03-20 16:11:55,2023-03-22 07:50:00,0.0,,"Аэротруба_(Варианты:_6_минут_полёта_(для_1-2_человек),_Бумажный_или_электронный:_Бумажный)_-_1x5600_=_5600;_
Аэротруба_(Варианты:_Детский_полёт_6_минут_(1-2_ребенка_от_5_до_14_лет),_Бумажный_или_электронный:_Бумажный)_-_1x5600_=_5600",11200.0,11200.0,12100,Аэротруба,AT_6232887,,,,,,,Погашен,,4480,,AT,6232887,AT,paper,design1,sold_used,,,,,,
5533,24010071,Успешно_реализовано,5500.0,2023-04-05 10:16:19,2023-04-07 06:00:00,0.0,,"Флайборд_(Варианты:_30_минут,_Бумажный_или_электронный:_Бумажный)_-_1x5500_=_5500",5500.0,5500.0,5500,Флайборд_/_Ховерборд_/_Ранец,MF_30228068,,,,,,,,,3600,,MF,30228068,MF,paper,design1,,5500.0,,,,,
5617,24117599,Успешно_реализовано,6000.0,2023-04-19 22:00:52,2023-04-21 05:38:00,500.0,,Подарочный_сертификатна_флайборд_(Выберите_тип:_30_минут_-_5_500_руб._)_-_1x5500_=_5500,6000.0,5500.0,6000,Флайборд_/_Ховерборд_/_Ранец,MF_30265429,,,,,,,,,,,MF,30265429,MF,paper,design1,,5500.0,,,,,
6549,24742863,Успешно_реализовано,6800.0,2023-07-06 17:10:17,2023-07-10 16:00:00,0.0,,"Подарочный_сертификатна_вейк_за_катером_(Выберите_тип:_30_минут_Mastercraft_-_5_300_руб._,_Тренер:_30_минут_с_тренером)_-_1x6800_=_6800",6800.0,6800.0,6800,Вейксёрф_и_вейк_за_катером,WS30T_056857,,,,,,,,,,,WS30T,056857,WS30T,paper,design1,,6800.0,,,,,
6625,24790553,Успешно_реализовано,0.0,2023-07-11 21:16:07,2023-07-14 10:52:00,,,,,,0,Флайборд_/_Ховерборд_/_Ранец,MF_59248,#24790463,,,,,,,,5525,,MF,59248,MF,paper,design1,,2600.0,,,,,
7656,26171801,Успешно_реализовано,27000.0,2023-12-01 15:23:35,2023-12-06 18:01:00,,,"Заезд_на_Дрифт_Трайке_(Варианты:_Заезд_60_минут_на_одного,_Бумажный_или_электронный:_Бумажный)_-_2x7500_=_15000;_
Бигфуты_(Варианты:_90_мин._для_1_с_пассажирами,_Бумажный_или_электронный:_Бумажный)_-_1x12000_=_12000",27000.0,27000.0,27000,Мото_Дрифт-трайк,DF60_227195,,DF60_26618,,,,,,,6750,,DF60,227195,DF60,paper,design1,,0.0,,,,,
8289,8759963,,,2020-06-27 11:30:02,2020-07-10 18:03:00,,,,,,,,60WAKE_SERF_201,,,,,,,,,,,60WAKE,SERF,60WAKE,paper,design1,,,,,,,
8320,10368935,,,2020-08-13 20:59:24,2020-08-16 10:23:00,,,,,,,,MF_20042752,,,,,,,,,,,MF,20042752,MF,paper,design1,,,,,,,
8336,14838483,,,2020-12-17 17:12:54,2020-12-22 11:49:00,,,,,,,,MF_30042912,,,,,,,,,,,MF,30042912,MF,paper,design1,,,,,,,
8337,14941809,,,2020-12-23 23:22:13,2020-12-28 15:27:00,,,,,,,,AT_6071218,,,,,,,,,,,AT,6071218,AT,paper,design1,,,,,,,
8338,14951341,,,2020-12-24 10:24:38,2020-12-28 15:37:00,,,,,,,,AT_4071892,,,,,,,,,,,AT,4071892,AT,paper,design1,,,,,,,
8382,16910343,,,2021-03-19 13:54:22,2021-03-20 21:35:00,,,,,,,,EB1X1_01997,,,,,,,,,,,EB1X1,01997,EB1X1,paper,design1,,,,,,,
8386,17187007,,,2021-04-01 14:00:46,2021-04-23 08:36:00,,,,,,,,MF_20042294,,,,,,,,,,,MF,20042294,MF,paper,design1,,,,,,,
8401,17835461,,,2021-04-25 13:23:29,2021-04-29 08:20:00,,,,,,,,MF_20041133,,,,,,,,,,,MF,20041133,MF,paper,design1,,,,,,,
8408,18266447,,,2021-05-14 10:04:01,2021-05-17 22:14:00,,,,,,,,EB1X1_01617,,,,,,,,,,,EB1X1,01617,EB1X1,paper,design1,,,,,,,
8420,18572499,,,2021-05-28 15:05:52,2021-06-06 22:39:00,,,,,,,,MF_20512,,,,,,,,,,,MF,20512,MF,paper,design1,,,,,,,
8453,19073465,,,2021-06-23 13:50:51,2021-06-27 11:52:00,,,,,,,,MF_20121174,,,,,,,,,,,MF,20121174,MF,paper,design1,,,,,,,
8477,19301311,,,2021-07-12 13:58:46,2021-07-20 15:21:00,,,,,,,,MF_2014613,,,,,,,,,,,MF,2014613,MF,paper,design1,,,,,,,
8479,19303993,,,2021-07-12 20:23:08,2021-07-15 21:16:00,,,,,,,,MF_30130177,,,,,,,,,,,MF,30130177,MF,paper,design1,,,,,,,
8482,19316401,,,2021-07-14 10:41:29,2021-07-20 15:35:00,,,,,,,,MF_30130652,,,,,,,,,,,MF,30130652,MF,paper,design1,,,,,,,
8485,19333096,,,2021-07-15 15:00:45,2021-07-20 15:40:00,,,,,,,,MF_20121061,,,,,,,,,,,MF,20121061,MF,paper,design1,,,,,,,
8490,19364006,,,2021-07-19 22:31:29,2021-07-25 15:16:00,,,,,,,,MF_30130932,,,,,,,,,,,MF,30130932,MF,paper,design1,,,,,,,
8495,19383709,,,2021-07-21 14:45:55,2021-07-21 23:15:00,,,,,,,,MF_20141098,,,,,,,,,,,MF,20141098,MF,paper,design1,,,,,,,
8507,19425781,,,2021-07-27 15:36:09,2021-08-01 11:54:00,,,,,,,,MF_30131878,,,,,,,,,,,MF,30131878,MF,paper,design1,,,,,,,
8540,19709002,,,2021-08-29 16:26:50,2021-08-29 17:36:00,,,,,,,,MF_20151211,,,,,,,,,,,MF,20151211,MF,paper,design1,,,,,,,
8541,19744397,,,2021-09-02 12:38:38,2021-09-04 20:41:00,,,,,,,,MF_20150993,,,,,,,,,,,MF,20150993,MF,paper,design1,,,,,,,
8556,20413715,,,2021-11-19 10:12:18,2021-11-24 06:46:00,,,,,,,,AT_6070794,,,,,,,,,,,AT,6070794,AT,paper,design1,,,,,,,
8589,21091859,,,2022-02-12 15:58:17,2022-02-14 16:08:00,,,,,,,,MF_20141862,,,,,,,,,,,MF,20141862,MF,paper,design1,,,,,,,
8614,21660621,,,2022-04-21 16:58:11,2022-04-21 17:36:00,,,,,,,,MF_60150842,,,,,,,,,,,MF,60150842,MF,paper,design1,,,,,,,
8661,21977577,,,2022-06-11 17:49:33,2022-06-12 15:57:00,,,,,,,,MF_30133730,,,,,,,,,,,MF,30133730,MF,paper,design1,,,,,,,
8716,22144737,,,2022-07-08 11:24:17,2022-07-09 16:01:00,,,,,,,,MF_20210116,,,,,,,,,,,MF,20210116,MF,paper,design1,,,,,,,
8730,22183361,,,2022-07-15 10:45:31,2022-07-15 11:25:00,,,,,,,,MF_20210229,,,,,,,,,,,MF,20210229,MF,paper,design1,,,,,,,
8764,22258921,,,2022-07-27 13:52:39,2022-07-28 19:50:00,,,,,,,,MF_30136046,,,,,,,,,,,MF,30136046,MF,paper,design1,,,,,,,
8773,22303685,,,2022-08-03 12:25:35,2022-08-03 12:39:00,,,,,,,,MF_30211564,,,,,,,,,,,MF,30211564,MF,paper,design1,,,,,,,
8779,22321795,,,2022-08-04 16:33:03,2022-08-06 09:08:00,,,,,,,,MF_30211750,,,,,,,,,,,MF,30211750,MF,paper,design1,,,,,,,
8819,22492765,,,2022-08-26 12:06:00,2022-08-27 21:13:00,,,,,,,,MF_30210495,,,,,,,,,,,MF,30210495,MF,paper,design1,,,,,,,
8898,26171801,,,2023-12-01 15:23:35,2023-12-06 18:01:00,,,,,,,,DF60_26618,,,,,,,,,,,DF60,26618,DF60,paper,design1,,0.0,,,,,
8902,26347871,,,2023-12-18 17:46:40,2023-12-21 10:38:00,,,,,,,,KPV1X1_192030,,,,,,,,,,,KPV1X1,192030,KPV1X1,paper,design1,,,,,,,
